Area,Demand,Supply,Date,,,
Rangpur ,330,330,5/5/20,,,
Dhaka,3024,3024,5/4/20,,,
Chittagong ,872,872,5/4/20,,,
Khulna ,1326,1326,5/4/20,,,
Rajshahi ,1134,1134,5/4/20,,,
Comilla,1029,1029,5/4/20,,,
Mymensingh,872,872,5/4/20,,,
Sylhet ,419,419,5/4/20,,,
Barisal ,266,266,5/4/20,,,
Rangpur ,671,671,5/4/20,,,
Dhaka,2698,2698,5/3/20,,,
Chittagong ,817,817,5/3/20,,,
Khulna ,1260,1260,5/3/20,,,
Rajshahi ,1043,1043,5/3/20,,,
Comilla,931,931,5/3/20,,,
Mymensingh,807,807,5/3/20,,,
Sylhet ,367,367,5/3/20,,,
Barisal ,262,262,5/3/20,,,
Rangpur ,651,651,5/3/20,,,
Dhaka,2364,2364,5/2/20,,,
Chittagong ,795,795,5/2/20,,,
Khulna ,1066,1066,5/2/20,,,
Rajshahi ,821,821,5/2/20,,,
Comilla,848,848,5/2/20,,,
Mymensingh,580,580,5/2/20,,,
Sylhet ,299,299,5/2/20,,,
Barisal ,217,217,5/2/20,,,
Rangpur ,528,528,5/2/20,,,
Dhaka,2354,2354,5/1/20,,,
Chittagong ,763,763,5/1/20,,,
Khulna ,974,974,5/1/20,,,
Rajshahi ,833,833,5/1/20,,,
Comilla,917,917,5/1/20,,,
Mymensingh,782,782,5/1/20,,,
Sylhet ,411,411,5/1/20,,,
Barisal ,258,258,5/1/20,,,
Rangpur ,365,365,5/1/20,,,
Dhaka,2448,2448,4/30/20,,,
Chittagong ,814,814,4/30/20,,,
Khulna ,1091,1091,4/30/20,,,
Rajshahi ,906,906,4/30/20,,,
Comilla,812,812,4/30/20,,,
Mymensingh,770,770,4/30/20,,,
Sylhet ,383,383,4/30/20,,,
Barisal ,234,234,4/30/20,,,
Rangpur ,614,614,4/30/20,,,
Dhaka,2529,2529,4/29/20,,,
Chittagong ,821,821,4/29/20,,,
Khulna ,1106,1106,4/29/20,,,
Rajshahi ,955,955,4/29/20,,,
Comilla,948,948,4/29/20,,,
Mymensingh,779,779,4/29/20,,,
Sylhet ,346,346,4/29/20,,,
Barisal ,266,266,4/29/20,,,
Rangpur ,553,553,4/29/20,,,
Dhaka,2191,2191,4/28/20,,,
Chittagong ,765,765,4/28/20,,,
Khulna ,1048,1048,4/28/20,,,
Rajshahi ,800,800,4/28/20,,,
Comilla,771,771,4/28/20,,,
Mymensingh,580,580,4/28/20,,,
Sylhet ,297,297,4/28/20,,,
Barisal ,243,243,4/28/20,,,
Rangpur ,541,541,4/28/20,,,
Dhaka,2542,2542,4/27/20,,,
Chittagong ,797,797,4/27/20,,,
Khulna ,1170,1170,4/27/20,,,
Rajshahi ,1047,1047,4/27/20,,,
Comilla,896,896,4/27/20,,,
Mymensingh,842,842,4/27/20,,,
Sylhet ,314,314,4/27/20,,,
Barisal ,248,248,4/27/20,,,
Rangpur ,634,634,4/27/20,,,
Dhaka,2079,2079,4/26/20,,,
Chittagong ,635,635,4/26/20,,,
Khulna ,972,972,4/26/20,,,
Rajshahi ,818,818,4/26/20,,,
Comilla,664,664,4/26/20,,,
Mymensingh,653,653,4/26/20,,,
Sylhet ,322,322,4/26/20,,,
Barisal ,190,190,4/26/20,,,
Rangpur ,530,530,4/26/20,,,
Dhaka,2272,2272,4/25/20,,,
Chittagong ,644,644,4/25/20,,,
Khulna ,1116,1116,4/25/20,,,
Rajshahi ,993,993,4/25/20,,,
Comilla,701,701,4/25/20,,,
Mymensingh,761,761,4/25/20,,,
Sylhet ,314,314,4/25/20,,,
Barisal ,193,193,4/25/20,,,
Rangpur ,532,532,4/25/20,,,
Dhaka,2124,2124,4/24/20,,,
Chittagong ,611,611,4/24/20,,,
Khulna ,838,838,4/24/20,,,
Rajshahi ,967,967,4/24/20,,,
Comilla,632,632,4/24/20,,,
Mymensingh,697,697,4/24/20,,,
Sylhet ,281,281,4/24/20,,,
Barisal ,113,113,4/24/20,,,
Rangpur ,587,587,4/24/20,,,
Dhaka,2272,2272,4/23/20,,,
Chittagong ,748,748,4/23/20,,,
Khulna ,710,710,4/23/20,,,
Rajshahi ,839,839,4/23/20,,,
Comilla,616,616,4/23/20,,,
Mymensingh,626,626,4/23/20,,,
Sylhet ,294,294,4/23/20,,,
Barisal ,139,139,4/23/20,,,
Rangpur ,559,559,4/23/20,,,
Dhaka,2474,2474,4/22/20,,,
Chittagong ,814,814,4/22/20,,,
Khulna ,1224,1224,4/22/20,,,
Rajshahi ,965,965,4/22/20,,,
Comilla,803,803,4/22/20,,,
Mymensingh,717,717,4/22/20,,,
Sylhet ,311,311,4/22/20,,,
Barisal ,202,202,4/22/20,,,
Rangpur ,581,581,4/22/20,,,
Dhaka,2354,2354,4/21/20,,,
Chittagong ,745,745,4/21/20,,,
Khulna ,1024,1024,4/21/20,,,
Rajshahi ,928,928,4/21/20,,,
Comilla,857,857,4/21/20,,,
Mymensingh,701,701,4/21/20,,,
Sylhet ,312,312,4/21/20,,,
Barisal ,227,227,4/21/20,,,
Rangpur ,428,428,4/21/20,,,
Dhaka,2447,2447,4/20/20,,,
Chittagong ,838,838,4/20/20,,,
Khulna ,1095,1095,4/20/20,,,
Rajshahi ,1043,1043,4/20/20,,,
Comilla,808,808,4/20/20,,,
Mymensingh,769,769,4/20/20,,,
Sylhet ,318,318,4/20/20,,,
Barisal ,172,172,4/20/20,,,
Rangpur ,639,639,4/20/20,,,
Dhaka,2600,2600,4/19/20,,,
Chittagong ,853,853,4/19/20,,,
Khulna ,1274,1274,4/19/20,,,
Rajshahi ,1149,1149,4/19/20,,,
Comilla,1000,1000,4/19/20,,,
Mymensingh,812,812,4/19/20,,,
Sylhet ,347,347,4/19/20,,,
Barisal ,291,291,4/19/20,,,
Rangpur ,630,630,4/19/20,,,
Dhaka,2473,2473,4/18/20,,,
Chittagong ,875,875,4/18/20,,,
Khulna ,1375,1375,4/18/20,,,
Rajshahi ,1070,1070,4/18/20,,,
Comilla,772,772,4/18/20,,,
Mymensingh,641,641,4/18/20,,,
Sylhet ,200,200,4/18/20,,,
Barisal ,299,299,4/18/20,,,
Rangpur ,608,608,4/18/20,,,
Dhaka,2412,2412,4/17/20,,,
Chittagong ,820,820,4/17/20,,,
Khulna ,1353,1353,4/17/20,,,
Rajshahi ,989,989,4/17/20,,,
Comilla,943,943,4/17/20,,,
Mymensingh,654,654,4/17/20,,,
Sylhet ,257,257,4/17/20,,,
Barisal ,291,291,4/17/20,,,
Rangpur ,572,572,4/17/20,,,
Dhaka,2546,2546,4/16/20,,,
Chittagong ,876,876,4/16/20,,,
Khulna ,1361,1361,4/16/20,,,
Rajshahi ,1078,1078,4/16/20,,,
Comilla,1004,1004,4/16/20,,,
Mymensingh,742,742,4/16/20,,,
Sylhet ,352,352,4/16/20,,,
Barisal ,295,295,4/16/20,,,
Rangpur ,638,638,4/16/20,,,
Dhaka,2327,2327,4/15/20,,,
Chittagong ,850,850,4/15/20,,,
Khulna ,1091,1091,4/15/20,,,
Rajshahi ,816,816,4/15/20,,,
Comilla,781,781,4/15/20,,,
Mymensingh,492,492,4/15/20,,,
Sylhet ,224,224,4/15/20,,,
Barisal ,284,284,4/15/20,,,
Rangpur ,429,429,4/15/20,,,
Dhaka,2777,2777,4/14/20,,,
Chittagong ,881,881,4/14/20,,,
Khulna ,1360,1360,4/14/20,,,
Rajshahi ,1269,1269,4/14/20,,,
Comilla,1046,1046,4/14/20,,,
Mymensingh,926,926,4/14/20,,,
Sylhet ,414,414,4/14/20,,,
Barisal ,305,305,4/14/20,,,
Rangpur ,758,758,4/14/20,,,
Dhaka,2632,2632,4/13/20,,,
Chittagong ,896,896,4/13/20,,,
Khulna ,1389,1389,4/13/20,,,
Rajshahi ,1242,1242,4/13/20,,,
Comilla,1010,1010,4/13/20,,,
Mymensingh,879,879,4/13/20,,,
Sylhet ,382,382,4/13/20,,,
Barisal ,290,290,4/13/20,,,
Rangpur ,746,746,4/13/20,,,
Dhaka,2295,2295,4/12/20,,,
Chittagong ,826,826,4/12/20,,,
Khulna ,1272,1272,4/12/20,,,
Rajshahi ,1083,1083,4/12/20,,,
Comilla,880,880,4/12/20,,,
Mymensingh,674,674,4/12/20,,,
Sylhet ,327,327,4/12/20,,,
Barisal ,273,273,4/12/20,,,
Rangpur ,725,725,4/12/20,,,
Dhaka,2335,2335,4/11/20,,,
Chittagong ,894,894,4/11/20,,,
Khulna ,785,785,4/11/20,,,
Rajshahi ,504,504,4/11/20,,,
Comilla,1012,1012,4/11/20,,,
Mymensingh,252,252,4/11/20,,,
Sylhet ,103,103,4/11/20,,,
Barisal ,273,273,4/11/20,,,
Rangpur ,758,758,4/11/20,,,
Dhaka,2725,2725,4/10/20,,,
Chittagong ,856,856,4/10/20,,,
Khulna ,1348,1348,4/10/20,,,
Rajshahi ,1250,1250,4/10/20,,,
Comilla,1021,1021,4/10/20,,,
Mymensingh,932,932,4/10/20,,,
Sylhet ,411,411,4/10/20,,,
Barisal ,270,270,4/10/20,,,
Rangpur ,685,685,4/10/20,,,
Dhaka,2617,2617,4/9/20,,,
Chittagong ,965,965,4/9/20,,,
Khulna ,1311,1311,4/9/20,,,
Rajshahi ,1243,1243,4/9/20,,,
Comilla,1019,1019,4/9/20,,,
Mymensingh,959,959,4/9/20,,,
Sylhet ,400,400,4/9/20,,,
Barisal ,270,270,4/9/20,,,
Rangpur ,623,623,4/9/20,,,
Dhaka,2636,2636,4/8/20,,,
Chittagong ,1027,1027,4/8/20,,,
Khulna ,1306,1306,4/8/20,,,
Rajshahi ,1245,1245,4/8/20,,,
Comilla,984,984,4/8/20,,,
Mymensingh,931,931,4/8/20,,,
Sylhet ,408,408,4/8/20,,,
Barisal ,284,284,4/8/20,,,
Rangpur ,759,759,4/8/20,,,
Dhaka,2717,2717,4/7/20,,,
Chittagong ,1035,1035,4/7/20,,,
Khulna ,1350,1350,4/7/20,,,
Rajshahi ,1227,1227,4/7/20,,,
Comilla,1026,1026,4/7/20,,,
Mymensingh,935,935,4/7/20,,,
Sylhet ,411,411,4/7/20,,,
Barisal ,282,282,4/7/20,,,
Rangpur ,746,746,4/7/20,,,
Dhaka,2681,2681,4/6/20,,,
Chittagong ,1017,1017,4/6/20,,,
Khulna ,1289,1289,4/6/20,,,
Rajshahi ,1191,1191,4/6/20,,,
Comilla,933,933,4/6/20,,,
Mymensingh,928,928,4/6/20,,,
Sylhet ,390,390,4/6/20,,,
Barisal ,233,233,4/6/20,,,
Rangpur ,742,742,4/6/20,,,
Dhaka,2731,2731,4/5/20,,,
Chittagong ,970,970,4/5/20,,,
Khulna ,1255,1255,4/5/20,,,
Rajshahi ,1163,1163,4/5/20,,,
Comilla,635,635,4/5/20,,,
Mymensingh,899,899,4/5/20,,,
Sylhet ,387,387,4/5/20,,,
Barisal ,186,186,4/5/20,,,
Rangpur ,743,743,4/5/20,,,
Dhaka,2762,2762,4/4/20,,,
Chittagong ,939,939,4/4/20,,,
Khulna ,1323,1323,4/4/20,,,
Rajshahi ,1193,1193,4/4/20,,,
Comilla,855,855,4/4/20,,,
Mymensingh,897,897,4/4/20,,,
Sylhet ,363,363,4/4/20,,,
Barisal ,218,218,4/4/20,,,
Rangpur ,716,716,4/4/20,,,
Dhaka,2459,2459,4/3/20,,,
Chittagong ,945,945,4/3/20,,,
Khulna ,1206,1206,4/3/20,,,
Rajshahi ,1203,1203,4/3/20,,,
Comilla,373,373,4/3/20,,,
Mymensingh,898,898,4/3/20,,,
Sylhet ,337,337,4/3/20,,,
Barisal ,134,134,4/3/20,,,
Rangpur ,704,704,4/3/20,,,
Dhaka,2214,2214,4/2/20,,,
Chittagong ,1055,1055,4/2/20,,,
Khulna ,1335,1335,4/2/20,,,
Rajshahi ,1103,1103,4/2/20,,,
Comilla,628,628,4/2/20,,,
Mymensingh,682,682,4/2/20,,,
Sylhet ,237,237,4/2/20,,,
Barisal ,293,293,4/2/20,,,
Rangpur ,723,723,4/2/20,,,
Dhaka,2755,2755,4/1/20,,,
Chittagong ,985,985,4/1/20,,,
Khulna ,1310,1310,4/1/20,,,
Rajshahi ,1171,1171,4/1/20,,,
Comilla,984,984,4/1/20,,,
Mymensingh,920,920,4/1/20,,,
Sylhet ,352,352,4/1/20,,,
Barisal ,270,270,4/1/20,,,
Rangpur ,751,751,4/1/20,,,
Dhaka,2625,2625,3/31/20,,,
Chittagong ,1047,1047,3/31/20,,,
Khulna ,1221,1221,3/31/20,,,
Rajshahi ,1124,1124,3/31/20,,,
Comilla,958,958,3/31/20,,,
Mymensingh,877,877,3/31/20,,,
Sylhet ,350,350,3/31/20,,,
Barisal ,249,249,3/31/20,,,
Rangpur ,714,714,3/31/20,,,
Dhaka,2645,2645,3/30/20,,,
Chittagong ,1068,1068,3/30/20,,,
Khulna ,1241,1241,3/30/20,,,
Rajshahi ,1146,1146,3/30/20,,,
Comilla,941,941,3/30/20,,,
Mymensingh,884,884,3/30/20,,,
Sylhet ,343,343,3/30/20,,,
Barisal ,247,247,3/30/20,,,
Rangpur ,725,725,3/30/20,,,
Dhaka,2705,2705,3/29/20,,,
Chittagong ,1035,1035,3/29/20,,,
Khulna ,1260,1260,3/29/20,,,
Rajshahi ,1138,1138,3/29/20,,,
Comilla,962,962,3/29/20,,,
Mymensingh,869,869,3/29/20,,,
Sylhet ,369,369,3/29/20,,,
Barisal ,261,261,3/29/20,,,
Rangpur ,713,713,3/29/20,,,
Dhaka,2776,2776,3/28/20,,,
Chittagong ,1057,1057,3/28/20,,,
Khulna ,1285,1285,3/28/20,,,
Rajshahi ,1169,1169,3/28/20,,,
Comilla,1021,1021,3/28/20,,,
Mymensingh,908,908,3/28/20,,,
Sylhet ,399,399,3/28/20,,,
Barisal ,273,273,3/28/20,,,
Rangpur ,697,697,3/28/20,,,
Dhaka,2693,2693,3/27/20,,,
Chittagong ,1039,1039,3/27/20,,,
Khulna ,1235,1235,3/27/20,,,
Rajshahi ,1115,1115,3/27/20,,,
Comilla,961,961,3/27/20,,,
Mymensingh,892,892,3/27/20,,,
Sylhet ,391,391,3/27/20,,,
Barisal ,259,259,3/27/20,,,
Rangpur ,681,681,3/27/20,,,
Dhaka,2686,2686,3/26/20,,,
Chittagong ,812,812,3/26/20,,,
Khulna ,1201,1201,3/26/20,,,
Rajshahi ,1105,1105,3/26/20,,,
Comilla,962,962,3/26/20,,,
Mymensingh,902,902,3/26/20,,,
Sylhet ,369,369,3/26/20,,,
Barisal ,249,249,3/26/20,,,
Rangpur ,683,683,3/26/20,,,
Dhaka,2991,2991,3/25/20,,,
Chittagong ,1088,1088,3/25/20,,,
Khulna ,1231,1231,3/25/20,,,
Rajshahi ,1094,1094,3/25/20,,,
Comilla,907,907,3/25/20,,,
Mymensingh,858,858,3/25/20,,,
Sylhet ,355,355,3/25/20,,,
Barisal ,243,243,3/25/20,,,
Rangpur ,686,686,3/25/20,,,
Dhaka,3317,3317,3/24/20,,,
Chittagong ,1104,1104,3/24/20,,,
Khulna ,1245,1245,3/24/20,,,
Rajshahi ,1103,1103,3/24/20,,,
Comilla,921,921,3/24/20,,,
Mymensingh,844,844,3/24/20,,,
Sylhet ,354,354,3/24/20,,,
Barisal ,238,238,3/24/20,,,
Rangpur ,686,686,3/24/20,,,
Dhaka,3362,3362,3/23/20,,,
Chittagong ,1147,1147,3/23/20,,,
Khulna ,1164,1164,3/23/20,,,
Rajshahi ,1036,1036,3/23/20,,,
Comilla,860,860,3/23/20,,,
Mymensingh,816,816,3/23/20,,,
Sylhet ,340,340,3/23/20,,,
Barisal ,254,254,3/23/20,,,
Rangpur ,650,650,3/23/20,,,
Dhaka,3587,3587,3/21/20,,,
Chittagong ,1130,1130,3/21/20,,,
Khulna ,1087,1087,3/21/20,,,
Rajshahi ,1123,1123,3/21/20,,,
Comilla,912,912,3/21/20,,,
Mymensingh,849,849,3/21/20,,,
Sylhet ,369,369,3/21/20,,,
Barisal ,255,255,3/21/20,,,
Rangpur ,686,686,3/21/20,,,
Dhaka,3414,3414,3/22/20,,,
Chittagong ,1100,1100,3/22/20,,,
Khulna ,1131,1131,3/22/20,,,
Rajshahi ,1040,1040,3/22/20,,,
Comilla,845,845,3/22/20,,,
Mymensingh,814,814,3/22/20,,,
Sylhet ,328,328,3/22/20,,,
Barisal ,230,230,3/22/20,,,
Rangpur ,637,637,3/22/20,,,
Dhaka,3061,3061,3/20/20,,,
Chittagong ,1071,1071,3/20/20,,,
Khulna ,1168,1168,3/20/20,,,
Rajshahi ,978,978,3/20/20,,,
Comilla,845,845,3/20/20,,,
Mymensingh,788,788,3/20/20,,,
Sylhet ,348,348,3/20/20,,,
Barisal ,243,243,3/20/20,,,
Rangpur ,645,645,3/20/20,,,
Dhaka,3702,3702,3/19/20,,,
Chittagong ,1145,1145,3/19/20,,,
Khulna ,1233,1233,3/19/20,,,
Rajshahi ,1065,1065,3/19/20,,,
Comilla,919,919,3/19/20,,,
Mymensingh,863,863,3/19/20,,,
Sylhet ,361,361,3/19/20,,,
Barisal ,249,249,3/19/20,,,
Rangpur ,678,678,3/19/20,,,
Dhaka,3678,3678,3/18/20,,,
Chittagong ,1141,1141,3/18/20,,,
Khulna ,1231,1231,3/18/20,,,
Rajshahi ,1076,1076,3/18/20,,,
Comilla,900,900,3/18/20,,,
Mymensingh,834,834,3/18/20,,,
Sylhet ,369,369,3/18/20,,,
Barisal ,272,272,3/18/20,,,
Rangpur ,652,652,3/18/20,,,
Dhaka,3181,3181,3/17/20,,,
Chittagong ,1119,1119,3/17/20,,,
Khulna ,1202,1202,3/17/20,,,
Rajshahi ,1071,1071,3/17/20,,,
Comilla,897,897,3/17/20,,,
Mymensingh,809,809,3/17/20,,,
Sylhet ,357,357,3/17/20,,,
Barisal ,257,257,3/17/20,,,
Rangpur ,650,650,3/17/20,,,
Dhaka,3687,3687,3/16/20,,,
Chittagong ,1180,1180,3/16/20,,,
Khulna ,1178,1178,3/16/20,,,
Rajshahi ,1033,1033,3/16/20,,,
Comilla,898,898,3/16/20,,,
Mymensingh,821,821,3/16/20,,,
Sylhet ,386,386,3/16/20,,,
Barisal ,262,262,3/16/20,,,
Rangpur ,643,643,3/16/20,,,
Dhaka,3602,3602,3/15/20,,,
Chittagong ,1183,1183,3/15/20,,,
Khulna ,1200,1200,3/15/20,,,
Rajshahi ,950,950,3/15/20,,,
Comilla,969,969,3/15/20,,,
Mymensingh,785,785,3/15/20,,,
Sylhet ,379,379,3/15/20,,,
Barisal ,235,235,3/15/20,,,
Rangpur ,604,604,3/15/20,,,
Dhaka,3335,3335,3/14/20,,,
Chittagong ,1161,1161,3/14/20,,,
Khulna ,1059,1059,3/14/20,,,
Rajshahi ,884,884,3/14/20,,,
Comilla,862,862,3/14/20,,,
Mymensingh,686,686,3/14/20,,,
Sylhet ,366,366,3/14/20,,,
Barisal ,233,233,3/14/20,,,
Rangpur ,480,480,3/14/20,,,
Dhaka,3202,3202,3/13/20,,,
Chittagong ,991,991,3/13/20,,,
Khulna ,1165,1165,3/13/20,,,
Rajshahi ,958,958,3/13/20,,,
Comilla,909,909,3/13/20,,,
Mymensingh,807,807,3/13/20,,,
Sylhet ,365,365,3/13/20,,,
Barisal ,265,265,3/13/20,,,
Rangpur ,612,612,3/13/20,,,
Dhaka,3615,3615,3/12/20,,,
Chittagong ,1145,1145,3/12/20,,,
Khulna ,1256,1256,3/12/20,,,
Rajshahi ,1020,1020,3/12/20,,,
Comilla,889,889,3/12/20,,,
Mymensingh,827,827,3/12/20,,,
Sylhet ,357,357,3/12/20,,,
Barisal ,263,263,3/12/20,,,
Rangpur ,655,655,3/12/20,,,
Dhaka,3477,3477,3/11/20,,,
Chittagong ,980,980,3/11/20,,,
Khulna ,1134,1134,3/11/20,,,
Rajshahi ,998,998,3/11/20,,,
Comilla,839,839,3/11/20,,,
Mymensingh,782,782,3/11/20,,,
Sylhet ,334,334,3/11/20,,,
Barisal ,270,270,3/11/20,,,
Rangpur ,661,661,3/11/20,,,
Dhaka,3322,3322,3/10/20,,,
Chittagong ,1005,1005,3/10/20,,,
Khulna ,1103,1103,3/10/20,,,
Rajshahi ,990,990,3/10/20,,,
Comilla,813,813,3/10/20,,,
Mymensingh,750,750,3/10/20,,,
Sylhet ,337,337,3/10/20,,,
Barisal ,234,234,3/10/20,,,
Rangpur ,645,645,3/10/20,,,
Dhaka,3375,3375,3/9/20,,,
Chittagong ,969,969,3/9/20,,,
Khulna ,1103,1103,3/9/20,,,
Rajshahi ,958,958,3/9/20,,,
Comilla,792,792,3/9/20,,,
Mymensingh,748,748,3/9/20,,,
Sylhet ,333,333,3/9/20,,,
Barisal ,239,239,3/9/20,,,
Rangpur ,637,637,3/9/20,,,
Dhaka,3363,3363,3/8/20,,,
Chittagong ,913,913,3/8/20,,,
Khulna ,1118,1118,3/8/20,,,
Rajshahi ,959,959,3/8/20,,,
Comilla,784,784,3/8/20,,,
Mymensingh,679,679,3/8/20,,,
Sylhet ,320,320,3/8/20,,,
Barisal ,255,255,3/8/20,,,
Rangpur ,629,629,3/8/20,,,
Dhaka,3200,3200,3/7/20,,,
Chittagong ,1006,1006,3/7/20,,,
Khulna ,1058,1058,3/7/20,,,
Rajshahi ,917,917,3/7/20,,,
Comilla,758,758,3/7/20,,,
Mymensingh,686,686,3/7/20,,,
Sylhet ,320,320,3/7/20,,,
Barisal ,236,236,3/7/20,,,
Rangpur ,568,568,3/7/20,,,
Dhaka,2729,2729,3/6/20,,,
Chittagong ,905,905,3/6/20,,,
Khulna ,1026,1026,3/6/20,,,
Rajshahi ,836,836,3/6/20,,,
Comilla,748,748,3/6/20,,,
Mymensingh,599,599,3/6/20,,,
Sylhet ,287,287,3/6/20,,,
Barisal ,219,219,3/6/20,,,
Rangpur ,567,567,3/6/20,,,
Dhaka,3487,3487,3/5/20,,,
Chittagong ,1013,1013,3/5/20,,,
Khulna ,1009,1009,3/5/20,,,
Rajshahi ,942,942,3/5/20,,,
Comilla,796,796,3/5/20,,,
Mymensingh,767,767,3/5/20,,,
Sylhet ,345,345,3/5/20,,,
Barisal ,85,85,3/5/20,,,
Rangpur ,644,644,3/5/20,,,
Dhaka,3490,3490,3/4/20,,,
Chittagong ,1038,1038,3/4/20,,,
Khulna ,1027,1027,3/4/20,,,
Rajshahi ,652,652,3/4/20,,,
Comilla,773,773,3/4/20,,,
Mymensingh,727,727,3/4/20,,,
Sylhet ,347,347,3/4/20,,,
Barisal ,217,217,3/4/20,,,
Rangpur ,666,666,3/4/20,,,
Dhaka,3189,3189,3/3/20,,,
Chittagong ,877,877,3/3/20,,,
Khulna ,1042,1042,3/3/20,,,
Rajshahi ,982,982,3/3/20,,,
Comilla,732,732,3/3/20,,,
Mymensingh,800,800,3/3/20,,,
Sylhet ,337,337,3/3/20,,,
Barisal ,223,223,3/3/20,,,
Rangpur ,631,631,3/3/20,,,
Dhaka,3367,3367,3/1/20,,,
Chittagong ,981,981,3/1/20,,,
Khulna ,1118,1118,3/1/20,,,
Rajshahi ,976,976,3/1/20,,,
Comilla,748,748,3/1/20,,,
Mymensingh,768,768,3/1/20,,,
Sylhet ,350,350,3/1/20,,,
Barisal ,223,223,3/1/20,,,
Rangpur ,619,619,3/1/20,,,
Dhaka,3264,3264,2/29/20,,,
Chittagong ,1030,1030,2/29/20,,,
Khulna ,1099,1099,2/29/20,,,
Rajshahi ,978,978,2/29/20,,,
Comilla,751,751,2/29/20,,,
Mymensingh,737,737,2/29/20,,,
Sylhet ,314,314,2/29/20,,,
Barisal ,234,234,2/29/20,,,
Rangpur ,659,659,2/29/20,,,
Dhaka,2561,2561,2/28/20,,,
Chittagong ,831,831,2/28/20,,,
Khulna ,971,971,2/28/20,,,
Rajshahi ,863,863,2/28/20,,,
Comilla,712,712,2/28/20,,,
Mymensingh,715,715,2/28/20,,,
Sylhet ,293,293,2/28/20,,,
Barisal ,220,220,2/28/20,,,
Rangpur ,609,609,2/28/20,,,
Dhaka,3117,3117,2/27/20,,,
Chittagong ,907,907,2/27/20,,,
Khulna ,1059,1059,2/27/20,,,
Rajshahi ,925,925,2/27/20,,,
Comilla,726,726,2/27/20,,,
Mymensingh,735,735,2/27/20,,,
Sylhet ,325,325,2/27/20,,,
Barisal ,229,229,2/27/20,,,
Rangpur ,613,613,2/27/20,,,
Dhaka,3180,3180,2/26/20,,,
Chittagong ,877,877,2/26/20,,,
Khulna ,1077,1077,2/26/20,,,
Rajshahi ,941,941,2/26/20,,,
Comilla,704,704,2/26/20,,,
Mymensingh,712,712,2/26/20,,,
Sylhet ,323,323,2/26/20,,,
Barisal ,230,230,2/26/20,,,
Rangpur ,634,634,2/26/20,,,
Dhaka,3299,3299,2/25/20,,,
Chittagong,981,981,2/25/20,,,
Khulna,1060,1060,2/25/20,,,
Rajshahi,951,951,2/25/20,,,
Comilla,768,768,2/25/20,,,
Mymensingh,754,754,2/25/20,,,
Sylhet,350,350,2/25/20,,,
Barisal,239,239,2/25/20,,,
Rangpur,616,616,2/25/20,,,
Dhaka,3299,3299,2/24/20,,,
Chittagong ,981,981,2/24/20,,,
Khulna ,1060,1060,2/24/20,,,
Rajshahi ,951,951,2/24/20,,,
Comilla,768,768,2/24/20,,,
Mymensingh,754,754,2/24/20,,,
Sylhet ,350,350,2/24/20,,,
Barisal ,239,239,2/24/20,,,
Rangpur ,616,616,2/24/20,,,
Dhaka,3353,3353,2/23/20,,,
Chittagong ,978,978,2/23/20,,,
Khulna ,1099,1099,2/23/20,,,
Rajshahi ,998,998,2/23/20,,,
Comilla,791,791,2/23/20,,,
Mymensingh,752,752,2/23/20,,,
Sylhet ,329,329,2/23/20,,,
Barisal ,234,234,2/23/20,,,
Rangpur ,667,667,2/23/20,,,
Dhaka,3192,3192,2/22/20,,,
Chittagong ,914,914,2/22/20,,,
Khulna ,1072,1072,2/22/20,,,
Rajshahi ,962,962,2/22/20,,,
Comilla,763,763,2/22/20,,,
Mymensingh,758,758,2/22/20,,,
Sylhet ,346,346,2/22/20,,,
Barisal ,234,234,2/22/20,,,
Rangpur ,629,629,2/22/20,,,
Dhaka,2346,2346,2/21/20,,,
Chittagong ,665,665,2/21/20,,,
Khulna ,950,950,2/21/20,,,
Rajshahi ,853,853,2/21/20,,,
Comilla,720,720,2/21/20,,,
Mymensingh,697,697,2/21/20,,,
Sylhet ,306,306,2/21/20,,,
Barisal ,216,216,2/21/20,,,
Rangpur ,578,578,2/21/20,,,
Dhaka,3207,3207,2/20/20,,,
Chittagong ,867,867,2/20/20,,,
Khulna ,1069,1069,2/20/20,,,
Rajshahi ,945,945,2/20/20,,,
Comilla,761,761,2/20/20,,,
Mymensingh,737,737,2/20/20,,,
Sylhet ,331,331,2/20/20,,,
Barisal ,224,224,2/20/20,,,
Rangpur ,640,640,2/20/20,,,
Dhaka,3151,3151,2/19/20,,,
Chittagong ,885,885,2/19/20,,,
Khulna ,1076,1076,2/19/20,,,
Rajshahi ,960,960,2/19/20,,,
Comilla,785,785,2/19/20,,,
Mymensingh,733,733,2/19/20,,,
Sylhet ,325,325,2/19/20,,,
Barisal ,241,241,2/19/20,,,
Rangpur ,638,638,2/19/20,,,
Dhaka,3125,3125,2/18/20,,,
Chittagong ,950,950,2/18/20,,,
Khulna ,1076,1076,2/18/20,,,
Rajshahi ,976,976,2/18/20,,,
Comilla,741,741,2/18/20,,,
Mymensingh,737,737,2/18/20,,,
Sylhet ,323,323,2/18/20,,,
Barisal ,221,221,2/18/20,,,
Rangpur ,646,646,2/18/20,,,
Dhaka,3165,3165,2/17/20,,,
Chittagong ,934,934,2/17/20,,,
Khulna ,1084,1084,2/17/20,,,
Rajshahi ,955,955,2/17/20,,,
Comilla,739,739,2/17/20,,,
Mymensingh,775,775,2/17/20,,,
Sylhet ,320,320,2/17/20,,,
